generated,log_probs,linear_probs,correct_answer
B,-0.00033725024,99.96628066224697,B
B,-0.0005493374,99.94508134581642,B
D,-0.52020717,59.439739390562565,C
A,-0.0014139274,99.85870717243944,A
A,-0.00015622021,99.98437919917416,A
C,-0.20562345,81.41395828316938,C
D,-9.221884e-05,99.99077854120266,D
B,-9.1742026e-05,99.9908262182171,B
B,-0.41270486,66.18575946547507,D
D,-0.49746883,60.8067836529799,A
C,-0.00097411335,99.90263609443913,C
C,-0.0404663,96.03415274755699,C
B,-0.0047808806,99.52305296187824,B
C,-0.069885746,93.25003557154031,C
D,-9.73446e-05,99.99026601378318,D
B,-0.002942044,99.70622795703649,B
A,-0.036635946,96.40270293691421,A
A,-0.00029601678,99.97040270286442,A
A,-0.005046133,99.4966577340783,A
C,-1.2292485,29.25123181101113,B
C,-0.092358604,91.17781236299481,D
C,-0.0129480865,98.71353793426555,D
C,-0.048503213,95.2654278422721,C
A,-2.553464,7.781165903218648,D
Collapse,-1.7983464,16.557245258382842,D
C,-0.0035508894,99.64554075523002,C
D,-0.00040362097,99.95964604739859,D
A,-0.17667717,83.80502886319029,D
C,-0.10703725,89.84922035323592,C
D,-0.058110345,94.35458261280871,D
D,-7.016616e-05,99.99298363015873,D
A,-0.38659993,67.9362833254536,D
B,-0.00010163593,99.98983692347562,B
B,-0.0065970677,99.34246451777733,A
A,-1.4770263,22.831562206387748,A
A,-0.0005113298,99.94888009068032,A
A,-0.024846043,97.54600793758193,C
A,-0.008328393,99.17061919859309,A
B,-0.00023917861,99.97608499909234,B
C,-0.0006975424,99.93027008261431,C
C,-1.2247916,29.38189258077541,A
C,-0.0049813706,99.5031015850825,C
C,-0.00055422477,99.94459287841786,C
C,-0.0015811628,99.84200865793225,D
A,-0.0005020392,99.94980868005925,A
A,-0.00034404485,99.96560143266427,A
C,-1.2366676,29.03501704831401,D
B,-1.8527435,15.680637735280806,A
B,-0.19861345,81.9866751581026,B
A,-0.5487627,57.76641121925587,B
A,-0.26051438,77.0655074276403,C
D,-0.011658824,98.84088767294772,D
B,-0.0004101772,99.95899069111671,B
D,-0.000749948,99.92503331407167,D
D,-0.12099085,88.60420668406964,A
B,-5.4908094e-05,99.99450934134218,B
C,-0.06634259,93.58102101484089,C
D,-1.5014863,22.279876812638854,D
D,-1.8821634,15.226034914842609,D
C,-0.5765508,56.18329023939217,B
D,-0.0006008114,99.93993690510283,B
D,-0.0001273766,99.98726315120547,D
B,-0.010624242,98.94319959210726,B
C,-0.00421659,99.5792287333872,C
A,-7.9940866e-05,99.99200623291858,A
D,-0.06321431,93.87422702740089,D
A,-0.55939287,57.15559673048411,C
D,-0.3408935,71.11346400127807,C
B,-0.82044417,44.02360714173031,D
A,-0.85513633,42.52252161767831,A
B,-0.0017013643,99.83000821997832,B
A,-0.002278127,99.77244659619082,B
B,-0.7546335,47.018290519113506,D
C,-0.00010807293,99.98919329096687,C
C,-0.00017338553,99.98266295004024,C
C,-0.26902053,76.41275679481953,C
C,-7.8748824e-05,99.99212542766072,C
D,-0.00011450992,99.98854966360106,C
D,-7.266944e-05,99.99273332003598,D
A,-0.006315531,99.37043700486362,A
B,-4.465658e-05,99.99553444170903,B
C,-0.0011242642,99.88763675482228,C
D,-0.26291308,76.88087192609144,D
C,-0.2973906,74.27538360458351,C
B,-0.011831194,98.82385193740659,A
A,-2.0319486,13.107984993334753,B
C,-0.0005787697,99.94213977548753,C
A,-0.07358069,92.90611768205792,A
B,-0.43957117,64.43126624476533,D
D,-5.3000836e-05,99.99470005685195,D
C,-0.07367482,92.89737284078292,C
B,-0.00029816243,99.97018820159998,B
C,-2.012553,13.364703786731289,D
A,-0.8388905,43.21897720688446,B
C,-6.575563e-05,99.9934246531854,D
A,-1.754351,17.30194955141943,C
A,-0.3731198,68.85827356907393,A
B,-0.38711914,67.90101928330206,B
B,-0.08480476,91.8691632247231,C
B,-0.17434038,84.00109260726717,B
D,-0.0020311808,99.79708806517579,A
B,-0.0020536701,99.79484372376008,B
B,-0.0014103549,99.85906391830804,C
B,-0.0051884586,99.48249782025131,B
C,-0.0020102412,99.79917779816004,C
A,-0.0014559511,99.8545108282604,B
A,-0.0001342904,99.98657186165522,A
B,-0.028331645,97.20659325311512,B
B,-0.000111410634,99.98885955719342,B
C,-0.0011315246,99.88691153325709,C
B,-0.005784332,99.42323650390917,A
D,-0.00014215785,99.98578522539484,D
B,-0.72062415,48.64485443300807,A
C,-0.00016039233,99.98396205321622,C
A,-0.00363725,99.63693567811823,C
B,-0.0002899374,99.97101046277861,C
B,-0.39203253,67.56821336633104,D
C,-0.00041529932,99.95847869048258,C
D,-5.4788892e-05,99.99452126088839,D
C,-0.57293975,56.38653765704813,C
A,-0.27260655,76.139229850364,B
C,-8.5781845e-05,99.99142218341572,C
C,-0.10181812,90.31938096208997,C
B,-0.9375025,39.160464766395606,D
D,-0.00050323125,99.94968953496083,C
C,-0.00067240145,99.93278245611954,C
B,-0.018540861,98.16299633903711,D
C,-0.00036691726,99.96331500459057,C
A,-0.012911491,98.71715047164393,A
D,-0.053814437,94.7607931158548,D
C,-0.0044089905,99.56007148298065,C
D,-7.398068e-05,99.9926022056503,D
C,-0.1538067,85.74377477100884,D
C,-0.18359666,83.22714244938571,A
B,-0.35219708,70.31415331868898,C
D,-0.00020461321,99.97954077218552,D
B,-0.0069383136,99.30857009256047,C
A,-0.6542175,51.984868507132134,C
D,-1.6127998,19.932875145011707,C
B,-0.022280391,97.79659837440597,D
A,-0.08480486,91.86915403780722,C
C,-0.0007244678,99.92757945634348,B
B,-1.139456,31.999305069573538,C
B,-0.0006298751,99.93703232296777,B
C,-0.001396188,99.86047862170162,C
C,-0.00015359772,99.98464140755259,C
B,-0.00021152703,99.9788495340265,B
B,-0.0002478695,99.97521612171066,B
A,-0.009280693,99.07622397135144,B
C,-0.28138223,75.4739796147245,C
D,-1.0099974,36.42199265421012,C
A,-0.003282644,99.67227379851576,C
B,-0.22432713,79.90536971737652,A
B,-0.1943859,82.33401160045088,B
B,-0.27773225,75.74996148860471,B
A,-0.0039847237,99.60232047770565,A
B,-0.1155642,89.08633769723282,C
C,-0.00042400116,99.9576088715789,C
B,-0.063956305,93.80459865546415,B
B,-0.008111791,99.19210207958625,B
C,-0.037511494,96.3183346827809,C
B,-0.120676145,88.63209525904098,B
B,-0.0009587471,99.90417123511567,B
D,-0.00057555124,99.94246143578434,B
C,-0.013883273,98.62126551890569,D
C,-0.05017509,95.10628883206135,C
D,-0.00074125355,99.92590211105441,D
C,-0.5192981,59.49379884264046,B
A,-2.3772504,9.28054047542131,C
C,-4.0842064e-05,99.99591587700257,C
B,-0.0033898067,99.66159322083037,D
A,-0.00025084958,99.97491818801252,A
B,-0.04832161,95.28272990076985,C
B,-0.050032567,95.11984463164823,A
A,-1.2154236,29.65843545486034,C
D,-0.0010089923,99.89915165615706,D
A,-6.587483e-05,99.9934127339699,A
D,-0.0005216968,99.94784392601139,D
A,-0.00018315656,99.98168602121387,A
C,-0.3089024,73.42524295663466,C
A,-1.4684219,23.028861704873076,A
B,-1.2309682,29.200971696211912,A
D,-0.14699782,86.32958593992416,D
A,-0.23892163,78.74765944951774,B
A,-0.0420065,95.8863547939167,C
B,-0.007183349,99.28423895848074,B
C,-4.8709502e-05,99.99512916842886,C
A,-0.0010822329,99.89183525028251,C
C,-0.0001201125,99.98798947132175,C
D,-0.015295616,98.48207677915684,A
A,-1.3895442,24.918885903260133,C
B,-0.86257243,42.207492639809516,C
A,-4.8828708e-05,99.9951172484102,A
B,-0.4114129,66.27132408040228,D
A,-0.00013166793,99.98683407378415,A
A,-2.5916896,7.4893393246976565,D
A,-0.50359267,60.43555048538172,C
A,-1.069051,34.33341870075154,B
A,-0.010243885,98.98084048870999,C
A,-0.002421795,99.75811351796023,A
B,-0.00033677343,99.96632832718062,B
C,-0.00021093102,99.97890912243835,C
A,-0.0018072685,99.81943636263372,A
D,-0.22408335,79.92485142293484,C
D,-0.0796917,92.34009870313275,D
C,-0.039138805,96.16172226036977,C
B,-0.17506513,83.94023487138594,D
A,-0.00073078193,99.92694850260817,A
C,-0.007202875,99.2823003533575,C
D,-0.51182395,59.94013031567014,D
C,-0.005185732,99.48276906959967,C
C,-0.007859058,99.21717436528465,B
A,-0.0018746204,99.81271356033707,A
A,-0.00017708084,99.98229348378865,A
D,-0.6953326,49.89084834251724,B
C,-0.007353178,99.26737904715412,C
D,-0.00018971277,99.98103052243296,D
B,-0.05495258,94.65300313433765,B
B,-0.0002554985,99.97445341369622,B
A,-0.0005239617,99.94761755439603,A
C,-0.0006060527,99.93941309128427,C
B,-0.33875278,71.26586107747043,C
B,-0.068583615,93.37153842275589,A
A,-2.888732,5.564672794634871,B
A,-1.7946547,16.618482606113012,C
A,-0.00016206119,99.98379519412053,A
A,-0.003366408,99.6639251998342,A
A,-0.996124,36.93081088547759,A
C,-0.2545392,77.52736617675625,A
B,-0.0001657565,99.98342572368496,B
B,-0.0010017282,99.8998773362203,B
D,-0.06895332,93.33702487845137,D
C,-3.620438,2.6770948249007254,C
A,-0.000184587,99.98154300351321,A
B,-6.6232446e-05,99.993376974732,B
A,-0.0053745103,99.46399065410986,B
B,-0.00025657137,99.97434615416192,B
B,-0.0128760645,98.72064773672268,D
D,-0.080718644,92.24531926772606,D
A,-0.05036748,95.087993093168,C
B,-2.1851497,11.24608969978167,B
B,-0.0005692371,99.94309248847006,B
D,-0.41207403,66.22752460008358,D
A,-8.077529e-05,99.99192279722358,A
D,-0.0066807983,99.33414686184379,D
A,-0.62272143,53.6482449715021,C
A,-1.4844,22.66382828594513,A
A,-1.0604417,34.630281459023124,D
A,-0.0002733754,99.97266619636498,A
C,-0.09125641,91.27836340391204,D
B,-0.002691225,99.73123930995659,B
D,-4.167649e-05,99.9958324378453,D
C,-0.00011784763,99.98821593137592,C
A,-0.014850463,98.5259261301923,A
B,-0.22974283,79.47379589859418,A
B,-7.505351e-05,99.99249493064443,B
D,-0.00022177487,99.97782497202287,D
A,-0.86408,42.143909829941265,A
A,-2.961075,5.176324176765703,C
A,-0.32340956,72.36774043472994,A
C,-7.2907846e-05,99.99270948117123,C
A,-0.000114748334,99.98852582493383,A
B,-0.007720794,99.23089347708888,B
A,-0.009919703,99.01293349724808,A
A,-0.05064787,95.06133510827543,B
D,-0.0011746286,99.88260610061371,D
A,-0.00032259183,99.96774601971498,A
D,-0.07073256,93.17110356100042,C
A,-0.006376652,99.36436356999255,A
C,-0.088329524,91.54591612501592,B
D,-0.021591956,97.86394815592128,B
D,-0.035044614,96.5562337698486,D
A,-0.043826494,95.71200091314549,A
D,-0.08816047,91.56139363655129,D
C,-0.0021487155,99.7853591336609,C
B,-1.1908661,30.395789209958977,A
C,-0.53545934,58.540033058972874,A
A,-2.9019217,5.491758346785,C
D,-0.31936002,72.66139066721937,D
B,-0.014772718,98.5335863260864,C
B,-0.036710985,96.3954692458964,B
A,-0.93885446,39.107557156994524,C
D,-0.0082413815,99.17924855834681,C
B,-0.17092271,84.28867176684986,B
A,-0.03566104,96.49673233788977,B
C,-0.0027944185,99.7209482253085,C
A,-1.3168802,26.797001206818216,B
C,-0.0003893239,99.96107518767154,C
C,-0.00024798868,99.9752042066651,C
D,-0.00011498674,99.98850198707217,D
B,-0.49068755,61.22053276758209,D
A,-7.922564e-05,99.99207774982682,A
D,-0.16485207,84.80191422813688,C
B,-0.00021772196,99.9782301739706,B
B,-0.00084845984,99.91519000002728,B
A,-2.5059237,8.160018906840442,A
A,-1.464021,23.130432760444325,B
D,-0.7690194,46.34673216100065,D
A,-0.017206198,98.29409832724512,D
C,-0.29678074,74.32069500542968,B
B,-0.03654906,96.41107934605266,B
D,-7.266944e-05,99.99273332003598,D
D,-0.0062264404,99.37929037108864,D
A,-0.32252568,72.43173310990211,D
C,-0.00020544765,99.97945734529232,C
A,-0.0021431241,99.78591707507779,A
A,-0.60598505,54.553678087320336,A
C,-0.871668,41.825332054811504,D
A,-0.003832141,99.61751922819411,A
D,-0.00017123987,99.98287747907096,D
A,-0.0002975664,99.97024778684901,A
D,-0.06471777,93.73319692515831,D
D,-0.01662004,98.35173108863438,D
C,-4.6931925,0.9157404426522007,B
D,-0.22972208,79.47544499696842,C
A,-0.00015896189,99.98410507437718,A
C,-0.00016301482,99.98369984661937,C
D,-0.00032175743,99.96782943283705,B
D,-0.22310616,80.00299136106189,B
C,-0.001443688,99.85573536162042,C
A,-2.555413,7.766015180048965,C
A,-1.6166903e-05,99.99838332276838,A
A,-1.4334127,23.849362465912836,A
A,-0.00010568886,99.98943167248709,A
A,-0.0026870638,99.73165431245306,A
B,-0.0012265391,99.87742127916424,B
A,-0.001091639,99.8908956621099,A
B,-0.08061549,92.25483523218627,A
A,-0.0057167774,99.42995322775214,A
A,-0.029295286,97.11296611310671,C
D,-0.0074467827,99.2580875887875,D
D,-0.9473724,38.77585604223518,B
C,-0.00026276626,99.973726826003,C
D,-1.166322,31.151057272448906,B
A,-0.0005923516,99.94078238055734,A
B,-8.804671e-05,99.99119571659978,B
B,-0.02573988,97.45885666180489,B
A,-0.0017349174,99.82665866992375,A
A,-0.0026723302,99.73312372957992,D
A,-0.00036084888,99.96392162181267,A
D,-0.00021843717,99.97815866856617,D
C,-0.001355833,99.86450857263019,C
A,-0.028335007,97.20626644509797,D
A,-1.5193172,21.886127442370462,A
B,-0.4260785,65.30650745000996,B
A,-0.991416,37.105091076783005,B
D,-0.021189272,97.90336433762073,D
B,-0.0025005098,99.7502613870498,B
A,-0.100627586,90.42697328943802,B
B,-0.0746027,92.81121520462666,B
C,-0.004079113,99.5929195280789,C
A,-0.11521559,89.11739949933029,A
A,-0.019793123,98.04014748444565,A
A,-0.99247116,37.065959917330126,D
C,-0.07514002,92.76135927796567,C
B,-0.036878176,96.37935413818572,C
A,-0.042086273,95.87870595682512,C
B,-0.0038042343,99.62029926320858,B
D,-0.36839247,69.18455997557997,D
C,-0.009969624,99.00799079596828,C
A,-0.56908566,56.60427576958425,C
A,-9.138441e-05,99.9908619765428,A
B,-0.00046749215,99.95326171074288,B
B,-1.3751383,25.28046305065528,C
D,-0.0015808053,99.84204435145674,D
D,-0.09515366,90.92332109583532,D
D,-0.00014561474,99.98543958613116,D
C,-0.0010691315,99.89314398174595,A
B,-0.00011927807,99.98807290433462,B
C,-0.006708974,99.33134809215089,C
C,-0.028620724,97.17849692956831,A
A,-0.896379,40.80445170962793,C
B,-0.04574383,95.52866466292372,B
B,-0.0027675482,99.72362779310384,B
C,-0.003357847,99.66477842635007,C
B,-0.0021051753,99.78970390274003,C
D,-0.024526669,97.57716657168494,D
C,-0.00031174798,99.96883006083522,C
B,-0.51936066,59.490077027004475,C
C,-0.00015860428,99.98414082969938,B
D,-1.2337615,29.119518436629633,A
C,-0.0020962532,99.79059424042904,C
A,-0.0030177569,99.69867919514273,B
B,-0.08965975,91.42422032659525,B
B,-0.0145058185,98.55988840085921,B
E,-0.7749484,46.07275539274017,B
C,-0.70352256,49.48391295710231,B
B,-0.0001170132,99.98829936457774,B
C,-1.2517487,28.600422372560157,C
D,-0.0012849948,99.87158304522985,D
A,-0.01061834,98.94378355659454,A
A,-0.00019543454,99.98045845560857,A
D,-0.16395214,84.87826436454449,B
D,-0.00018244502,99.98175716220805,D
A,-0.30925822,73.3991214342415,B
C,-0.00017660404,99.98234115535755,C
C,-0.06044621,94.13444025720183,C
B,-0.00013464801,99.98653610546364,C
B,-0.95839506,38.3507899481403,D
D,-3.9292416e-05,99.99607083559368,D
D,-0.00017028624,99.98297282578788,B
B,-0.0479858,95.31473216733767,C
D,-0.0031953047,99.6809794853075,D
C,-1.1551139,31.502165389353625,C
B,-0.26687202,76.57710685757614,B
D,-0.13214897,87.62104562847598,D
A,-0.3182908,72.73912322854765,B
A,-0.072796725,92.9789813841708,D
C,-0.024172286,97.61175238865695,D
B,-0.31252483,73.15974631561043,B
B,-4.2272506e-05,99.99577283874697,B
D,-0.00040850835,99.95915750781754,D
C,-0.3020811,73.92781070037945,A
B,-0.0043779053,99.56316637581713,B
B,-7.13582e-05,99.99286443459357,B
B,-9.0907604e-05,99.9909096527971,B
D,-0.00010819213,99.98918137225574,D
C,-0.002930872,99.7073418812376,D
D,-0.0066966615,99.33257111690351,D
B,-0.00013917775,99.98608319347737,B
D,-0.011084015,98.89771863666006,D
A,-0.0010685355,99.89320351807751,D
C,-0.030054657,97.03924933565031,C
B,-0.00023274162,99.97672854622297,C
A,-0.00020842774,99.97915939795524,A
A,-0.32340455,72.36810299801775,A
A,-0.00010497363,99.98950318795387,A
A,-0.0019216106,99.80802345115978,A
D,-0.30382317,73.79913539243155,D
B,-0.22145464,80.13522706625416,A
C,-0.06333158,93.86321904226321,D
C,-0.0002975664,99.97024778684901,C
D,-0.62326956,53.618846816727206,D
C,-0.047430485,95.36767656688022,C
D,-0.031294797,96.91898167076394,A
B,-0.00023250321,99.97675238167767,B
A,-0.14962347,86.10321198204478,A
D,-6.4325184e-05,99.99356768848203,D
D,-0.00013083349,99.98691750683278,D
C,-5.3000836e-05,99.99470005685195,C
B,-0.16177799,85.06300319520642,B
C,-0.60972404,54.35008328713826,B
C,-0.053356934,94.80415638164341,C
C,-0.00021474186,99.9785281195383,C
B,-3.172001,4.191963273920397,D
C,-0.07316009,92.94520221405588,A
D,-0.63214785,53.14491013201631,B
D,-0.0004837002,99.95164167640824,D
A,-0.00016003472,99.98399780848727,A
B,-0.0006777656,99.93224640312226,B
C,-0.26298153,76.87560961051291,B
D,-0.00077913096,99.92211724837138,D
C,-0.00044115915,99.95589381463896,C
A,-1.2930324,27.443731630812035,B
C,-0.0010678204,99.89327495173288,C
C,-0.05809842,94.35570779791527,B
B,-0.07663669,92.6226299762635,B
B,-6.194111e-05,99.99380608083109,B
B,-7.2073424e-05,99.99279291732267,B
C,-0.00039837603,99.96017033111944,C
C,-0.0042897114,99.57194762697688,A
B,-0.0029962435,99.70082407577948,B
A,-0.00010676169,99.98932440088264,A
C,-0.4476009,63.91597217807109,C
D,-0.020165306,98.00366539766183,C
A,-0.005416131,99.45985097934272,A
D,-7.8748824e-05,99.99212542766072,D
A,-0.0021426473,99.78596465301439,A
D,-1.4803838,22.75503378026598,A
A,-0.0020474824,99.79546122622506,A
D,-0.18538456,83.07847358353581,D
D,-0.00013905855,99.98609511181921,A
D,-0.0002933943,99.97066487358987,D
D,-0.07082552,93.16244277777282,B
A,-0.0003809833,99.96190892649219,A
A,-0.87328714,41.75766578203564,A
A,-0.0914998,91.25614986642927,C
A,-0.00013214473,99.98678640007303,A
A,-0.00011725161,99.98827552637015,A
D,-7.421909e-05,99.99257836641685,D
A,-0.0012084495,99.87922803810592,A
D,-0.00010413921,99.98958662122993,D
B,-0.00280191,99.72020116862316,B
A,-0.38130686,68.29682818144612,B
C,-0.0001752928,99.98247225628852,C
B,-0.024017274,97.62688455442155,B
B,-0.9711244,37.86570366782385,A
A,-0.1033329,90.18267053944406,C
B,-0.00047082987,99.95292809529897,B
C,-1.8166674,16.25666186988167,A
A,-0.012927612,98.71555906528874,A
D,-0.2630223,76.87247545579928,D
A,-1.5810941,20.574986408672995,A
C,-0.0061775134,99.3841528205802,A
D,-0.03873394,96.20066265832293,D
B,-0.0002937519,99.97062912408651,B
C,-0.34114715,71.09542835860124,D
C,-0.00025919382,99.97408397678161,C
B,-0.00053861644,99.94615285877954,B
B,-0.00022964232,99.97703840457794,B
B,-1.3646395,25.547275731843396,C
C,-0.0012172596,99.87834809599518,C
C,-0.017900808,98.22584597073494,C
C,-0.16325364,84.93757254317313,A
B,-0.00051621714,99.94839160771438,C
D,-1.0804319,33.94488860065225,C
B,-0.0054231235,99.45915550876629,D
A,-0.32370695,72.34622219221572,B
C,-0.27019155,76.32332829985509,D
B,-0.020701526,97.95112795927375,D
C,-1.357671,25.725923653875192,A
D,-0.006369421,99.36508207630327,D
C,-0.00064190367,99.93583023060862,C
A,-0.022859769,97.73995358778913,D
B,-0.9690528,37.944227566514094,B
C,-0.2846346,75.228909053743,A
C,-0.30076447,74.02521037938126,B
D,-0.45558563,63.407652495945335,B
A,-0.07817555,92.4802063290311,C
A,-0.00023703295,99.97629951400903,D
A,-2.715218,6.619052190036546,C
B,-2.7133641e-05,99.9972866727114,B
D,-0.003972136,99.60357424972617,D
D,-1.8384266,15.906750613152143,A
B,-0.008635961,99.14012217978137,B
B,-7.3861476e-05,99.99261412516917,B
B,-0.0016028176,99.83984662261248,B
C,-0.00040195213,99.95981286419348,C
B,-0.006897944,99.31257922073459,B
B,-1.0595614,34.660779917718585,B
B,-0.00025657137,99.97434615416192,C
B,-0.07987991,92.3227210085351,D
C,-0.00012952226,99.98704861276457,C
B,-0.3624096,69.59972289843274,A
B,-0.0069797486,99.30445532720694,C
C,-0.0011761783,99.88245131265899,D
C,-0.00027134892,99.97286878917885,C
C,-0.004590923,99.54195991786669,A
C,-0.09601011,90.84548315439316,D
D,-0.09960958,90.51907536308624,B
A,-0.0030321365,99.69724557832282,A
D,-4.632543e-05,99.99536756430062,D
A,-0.13321567,87.52763009113865,A
C,-0.0046994956,99.53115297514886,D
A,-0.2832117,75.33602846046425,D
B,-1.4626938,23.161151851483595,D
B,-9.901345e-05,99.990099145167,B
A,-8.6735476e-05,99.99132682854126,A
C,-0.014682031,98.5425224466184,A
C,-0.0005190744,99.94810602958097,C
D,-0.4124519,66.20250393294042,B
A,-0.003670152,99.63365747759052,B
A,-1.109591,32.969377825850344,B
A,-8.292095e-05,99.99170824878469,A
A,-0.0025078822,99.74952599093356,A
B,-7.851042e-05,99.99214926618623,B
C,-0.020336675,97.9868720464973,B
B,-0.0002545449,99.97454874938045,B
C,-1.8198055,16.205726800737345,A
A,-0.05567898,94.58427215897332,A
B,-0.0001940041,99.98060147175785,B
D,-0.012393681,98.76828043599063,D
A,-0.0123046655,98.77707273517741,D
D,-0.38885003,67.78359174442872,B
A,-0.36741558,69.25217870302637,A
D,-0.6227821,53.64499023121323,D
C,-0.091366746,91.26829266999998,C
D,-0.19693394,82.12448829577406,A
C,-0.020713089,97.9499953569293,C
C,-0.0005577972,99.94423583399369,C
D,-7.266944e-05,99.99273332003598,D
B,-0.0010326919,99.89678411427747,B
B,-0.011379079,98.86854178493923,B
C,-0.00015800826,99.98420042226476,C
D,-0.0030969044,99.69078860619544,D
C,-0.00074375677,99.92565197485081,B
C,-0.0003396343,99.96604233692,C
B,-0.15896097,85.30296520667326,C
C,-7.338466e-05,99.99266180325883,C
C,-0.00082344905,99.91768898911289,C
C,-0.00065012503,99.93500862554875,C
D,-0.00019638817,99.98036311128942,D
D,-0.00031794657,99.96821039696543,D
B,-1.4625648,23.164139832793087,A
C,-0.14024842,86.91422962488804,A
D,-1.0393713,35.36769687858699,C
C,-1.8117228,16.337243618240958,B
D,-0.0013040454,99.86968044977274,D
A,-0.00042602763,99.95740631068848,A
C,-0.0067841704,99.32387901319466,C
D,-0.0013376242,99.86632700204954,D
A,-9.460292e-05,99.9905401554715,A
D,-0.00028231202,99.97177278262885,D
A,-0.0015561631,99.84450470939625,A
C,-0.0107820425,98.92758753756745,A
B,-0.0007148159,99.92854395200223,B
D,-0.95455724,38.49825617022653,D
C,-0.009370221,99.06735427222088,C
D,-7.815281e-05,99.99218502438512,D
B,-0.15902492,85.29751025647218,D
B,-0.013077055,98.70080781825811,C
D,-0.0064442884,99.35764314942746,D
C,-0.00074685604,99.92534227875532,C
A,-0.03671443,96.39513716407684,C
B,-8.304016e-05,99.99169632877386,B
D,-0.021894071,97.83438645496565,A
A,-0.9417706,38.99368016658973,C
C,-0.049789876,95.14293216331649,D
B,-0.015315693,98.4800995743496,B
A,-0.3795808,68.41481440105125,D
B,-9.984788e-05,99.99001571046337,A
B,-0.025775785,97.45535746437616,B
B,-0.0004326957,99.95673978992839,B
D,-0.00033212814,99.96679270084451,D
C,-2.8153372,5.988452227426851,A
D,-0.0001973418,99.98026776706122,D
C,-0.0001693326,99.98306817359556,C
D,-0.61773527,53.916411710190204,D
D,-0.37891337,68.4604917421452,D
A,-0.00067216303,99.93280628209638,B
B,-0.17281877,84.12900680286894,C
D,-0.0032042118,99.68009162080928,D
A,-7.660316e-05,99.99233997739472,A
B,-0.009576522,99.04691868598057,B
C,-0.21942575,80.29797767280687,C
A,-0.0022981092,99.7704529431273,A
C,-0.005998594,99.40193616441752,B
A,-0.1195362,88.7331885823379,C
A,-0.17592973,83.86769150933061,A
B,-0.000318185,99.96818656154785,D
B,-0.29880986,74.17004229468502,B
A,-6.301394e-05,99.99369880453366,A
D,-0.00013357517,99.98664337507658,D
A,-0.0012923781,99.8708456660929,B
A,-0.00037693037,99.96231406593272,A
A,-0.0010104191,99.89900912014915,A
C,-0.001571399,99.84298350009547,C
B,-0.0744208,92.82809910021614,D
D,-0.2424306,78.47182051324597,A
A,-0.8715653,41.82962773699303,A
A,-1.8136082,16.306470398153582,A
C,-0.0008970509,99.9103351329876,C
A,-8.602025e-05,99.99139834496357,D
A,-0.79921854,44.96802339633115,C
B,-0.00924857,99.07940664801235,B
C,-0.15151054,85.94088240561847,C
C,-0.00042066345,99.95794250164639,D
B,-1.49746,22.369763113827265,A
D,-0.6101876,54.32489460121436,A
B,-0.080445014,92.27056380811159,C
A,-0.00015824666,99.98417658603422,A
B,-0.58028966,55.97362098908276,B
A,-0.0031171106,99.68877425453398,A
B,-0.047727272,95.33937687995228,D
B,-0.036090374,96.45531190204515,A
B,-0.06572659,93.63868468237222,C
B,-0.00013202553,99.98679831849867,B
B,-0.0005661378,99.94340224257662,B
A,-0.07200558,93.05257034632938,A
B,-0.000857147,99.91432202455545,B
B,-0.05053534,95.07203296221863,D
A,-1.3841848,25.05279469523634,A
C,-0.001464389,99.8536682694382,C
B,-0.015815683,98.43087281683218,D
A,-0.00014120422,99.98588057488466,A
B,-0.019348318,98.08376593238017,B
A,-0.0009264685,99.90739605394333,A
A,-0.0013773758,99.86235723466793,A
D,-0.17223662,84.1779967625482,B
A,-7.588794e-05,99.99241149394169,A
D,-0.3511734,70.38616936556275,D
A,-0.18551122,83.06795153044742,A
A,-0.023892736,97.63904356848413,B
B,-0.00027087211,99.97291645725377,D
A,-0.0011633153,99.88373610889336,A
A,-0.299196,74.14140780337038,A
B,-0.009030034,99.10106143131227,B
B,-0.001849032,99.81526764065401,A
B,-0.30778262,73.50750912660237,D
D,-2.1650272e-05,99.99783499623655,D
D,-0.16590662,84.71253350599103,D
B,-0.32734838,72.08325756256014,A
C,-0.00011915887,99.98808482291362,C
C,-1.3688928,25.438846258974074,B
D,-0.36788404,69.21974442506524,B
D,-1.106545,33.069955652974215,B
C,-0.032728925,96.78008706554525,A
C,-0.15648177,85.51471068925726,B
A,-0.009481223,99.0563582080658,B
C,-4.74488,0.86961054758431,D
B,-0.1539824,85.72871091318022,B
B,-0.5655244,56.80621768311238,C
C,-0.16907468,84.44458378160272,C
C,-0.0077687013,99.22613970677688,D
C,-0.2592999,77.15915880245083,D
B,-0.0002226093,99.97774154756117,B
A,-0.13006577,87.80376804832136,A
A,-1.5401685,21.434498125459747,C
A,-1.0190463,36.093900360809194,C
D,-0.017668927,98.24862531907144,B
B,-0.5660922,56.773972268051565,D
B,-0.07118428,93.12902581449517,C
B,-0.5879622,55.545804461527936,B
A,-0.6199797,53.79553579775992,A
C,-0.009217628,99.08247241044303,B
D,-0.62780344,53.37629566392348,C
D,-4.3572173,1.28139955889774,D
B,-0.030838912,96.96317565364446,B
B,-0.00011319869,99.988680771673,B
D,-0.0010748496,99.89257278439243,D
B,-0.40274036,66.84856424054166,B
A,-0.0002196292,99.9780394916727,A
C,-0.012705178,98.73751920420409,C
B,-1.4644494,23.12052580527107,D
B,-0.000105331244,99.98946743031408,B
C,-0.10153418,90.34502988832608,A
